6,36,74,9752.103474311032,2312,-0.1797393968528962
13,16,88,9325.897297146668,12,-0.14144424836947328
8,35,76,11264.7590422625,1182,-0.16453737752882255
6,32,88,10810.585244977523,500,-0.17262940734220011
9,20,89,10826.17168835782,80,-0.1235027691010352
8,19,87,9394.265225868405,168,-0.15363492805645754
8,25,73,9827.05906658105,919,-0.16262455638994974
15,25,81,8261.990723289997,84,-0.1738009276710003
13,28,79,8793.930098450677,182,-0.1516033796845346
8,38,90,10743.671914214228,114,-0.17465621650124633
15,37,88,11142.112104366908,16,-0.10250409380814632
13,24,86,9846.437445404646,40,-0.163850185325458
5,40,81,9681.367910462228,2104,-0.17235389626993647
11,39,67,10884.587586120557,1418,-0.17686710739396136
7,37,64,9931.767573477307,3090,-0.1661971439652804
6,39,88,11110.933359223774,514,-0.1595420419785756
12,37,78,10816.704792305487,366,-0.13647659447876712
10,38,82,10934.59861011051,318,-0.17161779905065203
10,26,80,8938.497298498674,312,-0.1756307938263766
6,26,73,10361.49906546262,1742,-0.15633052143649842
7,27,76,11463.991906606516,1191,-0.17124887218924348
9,35,86,11204.851517916393,194,-0.1467897475679388
12,38,75,11105.96381279474,574,-0.15772308874772323
14,22,87,10596.739713906558,20,-0.11011628720618861
8,23,87,11204.409207037363,192,-0.17889391088217127
15,21,86,10471.489351410937,20,-0.10207043888860119
6,19,79,10053.777016363694,867,-0.13385094862001298
8,22,86,11207.629609825759,238,-0.14217048993518303
15,17,84,9260.980525192828,22,-0.13049605525917776
9,34,83,10648.244594680464,366,-0.17596960946524512
7,27,68,10128.33148967911,1685,-0.17771590450947977
13,37,89,10794.743059571563,20,-0.08146242945141957
13,36,89,10902.656069137513,20,-0.08279230890284517
6,33,77,11578.309756389817,1780,-0.17596648411750732
14,10,73,10403.14009768753,6,-0.042189676712370464
12,37,81,9820.908616883791,220,-0.17484477887837874
5,29,77,9742.004912270662,2248,-0.128105012116017
11,35,81,10402.236501115565,270,-0.14756426731810177
12,40,71,11463.483498712334,932,-0.15594547095107442
12,39,89,11234.13921055887,28,-0.10985614361970097
11,33,78,9659.471318453052,418,-0.15183599577420442
9,38,85,11549.461459789152,254,-0.17196618761699403
11,32,74,10395.333909825405,649,-0.15093339063793632
13,31,90,11800.884334802073,14,-0.15260587967048128
9,14,87,9484.313666061173,83,-0.11124302211571514
11,32,86,9697.933286215532,94,-0.13888954492652952
10,17,85,9437.362592110874,96,-0.1239344221049878
12,36,87,10518.05361598579,46,-0.13546303093447168
10,33,67,11489.623950848538,1317,-0.17971165063970884
13,34,84,10529.205242800352,76,-0.1336920863098898
11,20,87,9236.460196047317,64,-0.11600528468906544
11,35,87,10691.01157958546,78,-0.10265452727051193
15,27,86,11167.662860152272,24,-0.1125572945217883
6,26,81,11230.606309749635,1122,-0.16014043470477402
9,37,72,11124.866970665227,1360,-0.1681121495017475
13,33,86,10862.939144737878,46,-0.11662540734797548
10,39,64,10060.663036661788,1958,-0.17761665198409624
11,19,71,9237.186982690291,214,-0.15866019083097851
7,22,83,10733.295927134863,534,-0.13854940651777206
15,29,82,10434.488446867583,70,-0.13741213889823756
13,14,86,8533.458123805745,18,-0.16355346725367526
11,31,81,9692.153688260776,246,-0.14914218450508143
8,26,85,10100.413805135986,312,-0.14280046653303732
8,40,71,10777.94771185719,1900,-0.1613217713353751
14,30,85,11183.852864671708,46,-0.13061294627008246
12,38,79,10760.940720442533,304,-0.14765774456562014
14,37,79,10182.437031549276,206,-0.15884076973980865
14,33,83,10954.62571978952,74,-0.1230489570492782
9,18,86,9651.86887391975,131,-0.1190663398733915
6,26,86,11698.805781779483,650,-0.1716189970442735
9,20,85,8631.169417459112,166,-0.15029399351007508
13,11,87,8603.24776294331,11,-0.15149292488425944
10,33,80,10111.147081704667,406,-0.1651462538794079
15,17,81,8809.787688467537,42,-0.17102456064144417
15,31,82,11281.37475454904,74,-0.17013195812892262
7,27,65,10458.254466765908,1861,-0.1769579633970477
11,40,67,11320.607037496016,1488,-0.15048344302373137
15,17,85,8966.287787191923,17,-0.1619835542230323
8,30,70,10594.011939055681,1429,-0.13913194530443615
14,32,90,10433.201523421494,6,-0.04152143735065407
13,34,66,11245.963976921996,911,-0.16587666806432727
7,24,75,11117.84188131311,1069,-0.16511322506087486
6,36,74,9752.103474311032,2312,-0.1797393968528962
10,30,88,10243.414245676875,78,-0.11917615333535778
13,25,81,9179.986996668948,136,-0.15011795723348084
12,38,77,11567.422729189699,438,-0.16416085459466023
5,36,85,11039.597589236064,1358,-0.1781322975645992
11,38,86,10405.663873349089,104,-0.13274861264921134
9,33,88,10762.080428686151,126,-0.1392207485138992
13,28,77,9252.085079388688,238,-0.15437192442514425
11,27,87,11490.68146626854,74,-0.1651972448303439
10,39,81,11191.715219807573,396,-0.16606409409950912
15,19,83,9177.513960936485,32,-0.12589264222799373
8,20,89,10430.786297248596,120,-0.16777962530018217
12,13,90,8938.943359033987,10,-0.11015829062554566
14,10,67,10333.811040985232,6,-0.0511439402472442
12,25,82,8712.050788024579,140,-0.16099697626628295
12,40,72,10921.270179427467,860,-0.1417259803439081
7,24,89,10631.970320321052,208,-0.12692851198056632
11,34,76,11232.216822874894,578,-0.1548835195036745
8,39,62,9831.647433118582,3004,-0.16916150548941353
15,20,83,9869.142904646138,35,-0.11724396577666958
10,34,64,9782.76100304457,1541,-0.1785690745970327
14,28,84,10392.20631659122,52,-0.1664086986350818
13,27,83,9895.408147202414,104,-0.12918275520838998
13,37,84,10106.454637205577,76,-0.14040832630620534
14,24,83,9222.462133629158,64,-0.13425970874131055
14,20,89,11677.116224712432,14,-0.1568464286013554
15,40,69,10787.934561290074,753,-0.16058400154536664
5,24,90,10992.452065034808,578,-0.16021093586894858
15,11,86,9241.066109517635,9,-0.13808174439688461
15,29,80,10293.218478467437,120,-0.16275204805008184
10,30,75,10257.160665958989,677,-0.15622008799130166
11,18,83,8569.37414426118,95,-0.1572964674739441
15,24,83,10149.173082905103,44,-0.12385368550201638
14,22,82,9681.91443115567,84,-0.1224365221095579
7,31,76,10040.73470733985,1366,-0.15840873883275924
8,31,86,10715.62513850841,300,-0.15512979979683347
5,27,75,9344.38367897519,2316,-0.17679292778256822
8,30,69,9824.578975036207,1485,-0.17863021230017403
12,39,76,10878.04590494256,516,-0.15346697815845375
10,36,90,11015.789270233205,40,-0.1257632106147563
14,23,77,8962.160862652385,133,-0.15182602315374516
12,27,82,10461.443714313391,154,-0.15065412410660026
14,26,88,11707.486087096782,20,-0.145845664423096
13,19,88,10839.086811288686,20,-0.10196008348966769
10,29,87,10505.547830828395,102,-0.10814877156024418
14,20,80,8952.083369971997,76,-0.16872969083721315
7,29,70,10150.817289196733,1708,-0.1521533776762553
9,40,68,10453.869133371634,1926,-0.13037533374067933
8,38,70,10572.342785298459,1928,-0.13073913580049587
14,33,82,10554.843042336548,116,-0.11396186348886142
9,23,84,9729.675766764554,220,-0.12343196655717356
8,28,81,11075.041328405008,592,-0.15816969209847176
11,39,68,11891.125217589828,1340,-0.17551566564568963
7,23,75,10444.424209122419,971,-0.17139227677452973
9,29,85,9798.931107908162,218,-0.12985901986039824
12,20,86,10802.53756106767,54,-0.12112449169480885
7,25,87,9828.586353174367,332,-0.16932121368828545
9,32,89,10349.774252061929,90,-0.15336385169443983
11,39,88,10264.558741509927,52,-0.15013801906534646
9,27,71,10077.629868171542,901,-0.16914425172668868
14,23,77,8962.160862652385,133,-0.15182602315374516
6,26,89,10098.90956302829,376,-0.1797679317545143
12,31,84,11406.299667730496,118,-0.16059318677313353
7,13,89,10429.589426229679,137,-0.13171072936062983
11,39,72,11709.428396901338,980,-0.17930037944066265
8,31,90,10600.38441658697,112,-0.1481661201715119
7,27,75,11730.424841980854,1251,-0.17582656717038145
6,34,66,10101.177319751372,3202,-0.16741757500236035
15,17,84,9260.980525192828,22,-0.13049605525917776
12,40,72,10921.270179427467,860,-0.1417259803439081
12,25,86,10357.499077596283,60,-0.14818087639773384
5,31,83,11423.215260230063,1550,-0.1573833916988108
11,29,83,10528.98157572115,170,-0.1124825900586131
12,33,89,11142.899094829363,26,-0.10256748132626475
10,28,84,10017.421983824599,186,-0.12007650005946016
12,35,80,9346.828703358326,248,-0.17577820621694282
11,37,81,10741.907636540134,278,-0.13105274691938865
12,14,84,9464.167773481531,46,-0.17383019478925638
13,32,80,9778.021449716805,196,-0.14063848581610308
15,23,88,11095.581489690348,14,-0.11408464143350354
14,37,64,11349.911352503197,1075,-0.15852344355765471
12,37,80,10244.33009887477,262,-0.1543024037771843
8,30,82,10865.980662491565,550,-0.14425495436146127
13,18,90,10913.467788309623,14,-0.09784841633473847
8,14,89,9978.780424225139,91,-0.15766116583316797
11,24,89,10215.95162424161,38,-0.12559583901804908
10,20,90,10053.669621484705,36,-0.12249776999517635
8,26,70,9882.645473406845,1127,-0.17853898900588766
12,20,89,10360.8891463267,22,-0.08635772068575606
14,36,71,10651.856194684515,600,-0.11576924771573392
