11,32,90,9653.467597990584,4,-0.04404557056061857
7,29,82,10309.398800327312,246,-0.10773098641819466
14,12,62,10247.133801170095,2,-0.024117358664905483
12,33,78,10042.69354321594,104,-0.11785063709547212
6,37,82,10855.683205208556,414,-0.15894604526711228
13,24,75,9569.283626599547,82,-0.15730346792091388
5,30,62,9725.817003833026,1344,-0.17808782631626913
7,24,83,9687.787574103257,174,-0.12776378166077576
12,22,89,10073.814020379845,4,-0.0707641090334243
6,26,82,8701.1466774667,316,-0.13913592430420557
5,24,68,10654.238324727483,854,-0.17648920207335866
5,16,84,8427.051421097072,248,-0.16463166427769646
8,37,83,11617.949647641051,182,-0.17955868613974152
8,15,85,11307.715065724307,58,-0.14040080789923978
11,19,82,10392.498294180874,44,-0.12680090951393824
15,26,61,10330.843994501185,127,-0.13460103383104857
13,29,64,10893.323640995912,209,-0.17486107740641543
12,32,88,10512.648675607314,8,-0.06598784179590196
10,24,73,9454.967263657205,156,-0.12310908264825592
14,36,86,10704.831245955234,8,-0.06686869317417965
7,13,85,9255.977959902297,66,-0.15998314259064067
12,30,86,11459.513282467105,14,-0.15022986313857042
8,19,63,9808.366127139061,200,-0.1486776079455062
11,39,86,11703.229995043124,24,-0.16545644226633105
6,29,89,10779.515595389516,132,-0.12900759465337402
10,40,74,8374.967009541078,300,-0.16359896290906817
9,37,79,10870.212950191735,230,-0.131524452062391
12,30,86,11459.513282467105,14,-0.15022986313857042
7,38,76,8972.959785101904,511,-0.16014958181357683
15,37,72,10306.029674192516,158,-0.16466958271266288
15,25,77,11031.775128391837,50,-0.1305926952327027
11,29,89,11104.8199561104,10,-0.11329245233486052
8,40,80,10933.922330702298,266,-0.1424613400059836
14,20,87,8896.058162885654,4,-0.11192063881665741
10,26,90,11155.658831895958,10,-0.11510825981694829
14,35,61,9529.95705542948,341,-0.1563846265086004
7,33,83,11283.709358986112,230,-0.15561936766481113
5,31,82,10166.64770873674,559,-0.12587377347577688
10,24,61,9945.053887799762,226,-0.137552991701477
8,35,79,9435.100203840038,274,-0.12811017372005754
8,33,72,9766.97326500221,463,-0.1688253829242496
12,39,72,8894.515103776348,254,-0.12540762873784478
11,28,69,8436.213460500325,215,-0.17883894675689108
10,38,76,9412.138950061188,248,-0.1214671792759018
12,34,64,9896.853813762562,361,-0.16866659100635165
11,29,86,11370.502922869477,24,-0.14105785145126307
8,39,78,11158.037738505653,328,-0.15537461767662294
6,34,73,9631.59215205678,772,-0.1326754898432355
11,21,78,10161.776187531286,74,-0.1553586685578612
12,18,88,10021.418941517855,8,-0.08854736655138032
13,32,83,10989.585854911757,28,-0.11128550797170818
14,29,90,10000,0,0.0
7,38,78,9833.147626190419,438,-0.1397049030650829
13,38,70,9054.105618851823,246,-0.1306153418247408
15,23,81,10940.102056463935,20,-0.17935694361848611
11,16,90,8898.765399096825,4,-0.11192063881665723
12,34,64,9896.853813762562,361,-0.16866659100635165
10,20,84,11237.690001259802,52,-0.14632431932368892
11,18,86,10701.126314015637,18,-0.16103048171821352
14,32,75,10717.642249793442,110,-0.1438915023680056
11,22,75,10617.996285450809,102,-0.1795333887753574
12,13,84,9325.78175556628,6,-0.16959730166745848
7,32,72,9575.494191489164,572,-0.17642690162111596
7,33,88,10713.100776368203,98,-0.11764566864527679
5,23,86,9499.746579910197,312,-0.14975096147879774
14,31,90,10000,0,0.0
14,11,89,9812.681768431612,1,-0.0187318231568388
6,35,62,9464.893429726275,1290,-0.11980791763245174
12,22,90,10166.24075769922,2,-0.022470491094305864
10,21,75,10630.274253322303,114,-0.13808924747635298
8,24,83,10146.001241967935,124,-0.17383570630754147
7,15,88,11036.252811064025,58,-0.15358256609069004
8,14,88,11359.482758368313,36,-0.1347644117200643
13,27,81,11631.328680744535,40,-0.1628186768270588
6,15,74,9175.06409046802,216,-0.171422368644891
9,25,84,10027.160408382992,76,-0.14663486292069555
8,40,75,9147.652256838319,456,-0.13513852739186585
14,39,87,9801.182907421708,4,-0.028990517286919516
7,28,83,10049.37316035054,206,-0.12341167519000609
12,28,72,10022.505692827861,156,-0.11029435069814492
8,39,63,9918.009418812955,940,-0.15815349705275297
15,12,62,10251.110019315773,2,-0.024495885698486868
8,29,86,9780.996894101936,92,-0.16010943352861906
9,27,82,10545.36160261011,112,-0.1052846485229973
14,25,75,10696.588082863946,76,-0.11710327548613776
14,35,89,9819.400515239553,2,-0.02492201152679845
10,27,85,11561.43180499934,44,-0.16858175637833184
15,37,72,10306.029674192516,158,-0.16466958271266288
7,17,75,9472.912394530766,173,-0.169475257692053
11,27,65,10503.537569708498,239,-0.11526160449367516
10,36,90,11704.792731523223,10,-0.14564911747064885
15,33,62,8897.011436108993,241,-0.17277324033038505
15,29,71,10446.38129615252,112,-0.11646694688234593
12,28,87,11781.838936668384,10,-0.16344796103579887
6,31,89,10924.699556444913,136,-0.13805858704890334
12,35,82,11713.697071213115,54,-0.16487487439825727
5,32,81,9967.7165668175,607,-0.1726799250027426
15,32,75,11300.080743586761,92,-0.15337375844211001
9,30,68,9389.787719871796,390,-0.17320058808257707
10,30,66,9674.322825266705,347,-0.13099557470635603
8,22,88,10654.763746312885,44,-0.09645773717369728
6,24,90,9741.25908167422,96,-0.13822528101099288
6,24,90,9741.25908167422,96,-0.13822528101099288
12,38,87,11673.269673389987,10,-0.14381188052796073
11,22,79,11012.979401500483,78,-0.12470524224684962
13,34,82,11710.540984448164,38,-0.1615532155404715
13,26,82,11778.799847693066,30,-0.1634931257396425
13,27,77,11349.225671593325,84,-0.16521577901783221
10,18,82,9544.420456634834,52,-0.15802562676646373
10,36,70,8805.745218587932,403,-0.1786336359783035
14,29,77,10676.141551878087,68,-0.12409053325341322
9,22,66,10328.716355689288,214,-0.10325822867482498
9,32,87,11090.05600616341,44,-0.1328234289330016
9,32,77,9220.40193867747,238,-0.13443489674074754
15,24,90,10000,0,0.0
13,32,88,9330.35305876192,4,-0.07187550529637796
6,33,75,9629.041493300008,670,-0.15036856767413154
6,40,73,10451.144104147728,904,-0.13501109824431975
13,40,81,10755.86866634219,54,-0.09641199654825612
9,21,85,11252.39911670327,58,-0.16136041073891452
8,26,84,10201.820258233518,108,-0.10399923668291448
11,33,64,9295.270132664524,393,-0.16558353875953408
6,38,77,9548.458084356158,638,-0.13724829244012127
13,26,82,11778.799847693066,30,-0.1634931257396425
8,40,79,10196.232156796967,298,-0.13590159476375446
12,34,81,11091.415737023523,70,-0.14208300649886818
14,37,76,10848.99278467233,110,-0.14097318596789682
11,29,76,9592.838689800587,150,-0.17802184322538106
14,35,87,9919.90048067859,4,-0.026804519327136355
9,23,69,10208.720928278019,227,-0.11560804445498597
13,26,82,11778.799847693066,30,-0.1634931257396425
9,39,67,10663.460038102061,650,-0.17868794113099626
5,13,88,11520.173206846104,162,-0.15769506430198646
7,27,90,10334.224764203052,46,-0.1236206990074892
6,13,87,10490.299906937687,96,-0.14670486976037758
10,30,77,9292.651426792789,164,-0.12101050288618517
5,28,64,10542.603644281571,1178,-0.17236516294571366
9,24,68,9463.389471996155,250,-0.1682304094896737
6,14,87,9867.570962471238,102,-0.14670486976037758
15,27,63,10700.920360198306,137,-0.15931128555833635
6,21,88,8449.076528280068,132,-0.16754937660983504
13,34,78,10191.160681758936,88,-0.12212697296571987
14,13,89,9566.332766570633,2,-0.04336672334293671
5,37,84,10023.691649440994,504,-0.1747151641501526
7,33,63,9840.672299064337,898,-0.148969392907306
15,26,67,10659.672323806974,108,-0.176190387587821
7,16,89,11129.386536888627,52,-0.13025929931942684
10,20,75,9512.463939228592,102,-0.15957056972937791
12,39,82,10577.555313279458,54,-0.09715317493075497
14,29,82,10809.021599475687,26,-0.14583001968386114
8,40,72,9582.862896015138,571,-0.13214282842848057
8,18,70,10648.677522620346,162,-0.13798217768049714
12,28,60,9173.824852136042,242,-0.17143338563635932
6,36,65,10579.72087936495,1206,-0.14885297457258498
15,26,75,10430.945650688103,64,-0.14012503868790435
15,38,63,8979.051288634306,341,-0.1710139440598748
11,36,80,11609.376159224143,114,-0.17252422361720615
13,28,88,9938.040442696572,4,-0.06953578963002457
11,28,81,10727.68088018423,80,-0.13190607705076945
5,26,78,9672.592501989084,634,-0.16496575018825188
13,11,60,10247.133801170095,2,-0.024117358664905483
10,37,82,10596.930795835859,106,-0.11344238555005144
14,28,87,10013.218596218037,4,-0.0707641090334243
6,14,86,10511.3304506208,112,-0.15248871485286875
6,36,88,10713.237092527159,182,-0.16612576138460391
7,15,84,10972.773875790344,100,-0.15831292658177382
8,36,77,9511.879483136505,336,-0.13206690188816592
11,37,81,10241.00222034447,102,-0.1344966534196205
13,23,76,10371.83581779237,70,-0.14212327554643223
14,18,87,10252.338316281417,4,-0.08100205435021185
9,20,69,10854.973809859413,161,-0.16208974335216503
14,28,60,10018.031216644304,183,-0.1544150566608906
7,38,60,10131.255289181325,1252,-0.15389247832959174
15,33,73,10702.349267986569,122,-0.14562615361386544
10,38,76,9412.138950061188,248,-0.1214671792759018
8,22,71,9028.853439740487,238,-0.15962757785113868
13,29,86,11781.838936668384,10,-0.16344796103579887
5,34,83,10460.912189133334,524,-0.13137962427438216
15,13,63,10251.110019315773,2,-0.024495885698486868
